题目,时期,体裁,知识点,题型,选项A,选项B,选项C,选项D,正确选项,参考答案,解析,难度,作答次数,正确次数,做错次数,正确率,是否错题,最近作答日期
《墨子》思想与文风特征是：,先秦,散文,1-090 先秦 诸子散文,单选题,清谈玄远,兼爱非攻务实,性善论,无为思想,B,,墨家强调务实论证。,简单,,,,0,No,
《荀子》的散文特点是：,先秦,散文,1-090 先秦 诸子散文,单选题,寓言想象,语录体,系统论证条理清晰,神话叙事,C,,重逻辑与系统论证。,中等,,,,0,No,
《天问》的突出特点是：,先秦,诗歌,1-120 先秦 屈原形象,单选题,四言体,连珠设问,编年叙事,对话体,B,,连续设问质疑神话历史。,中等,,,,0,No,
《诗经》“饥者歌其食”强调其：,先秦,诗歌,1-200 先秦 思想内容,单选题,宗教功能,教化意义,现实主义精神,神话幻想,B,,反映现实生活。,中等,,,,0,No,
“诗言志”观念最早系统体现于：,先秦,诗歌,1-190 先秦 文学史地位,单选题,《诗经》,《楚辞》,《庄子》,《韩非子》,B,,诗歌表达志向思想。,简单,,,,0,No,
楚辞句式特征是：,先秦,诗歌,1-130 先秦 楚辞体制,单选题,四言为主,整齐对仗,多用“兮”字,自由体,C,,骚体常用“兮”。,简单,,,,0,No,
屈原“忠而被谗”主题体现：,先秦,诗歌,1-140 先秦 楚辞思想内容,单选题,隐逸传统,忠贞爱国精神,清谈风气,祭祀观念,B,,形成爱国诗人形象。,中等,,,,0,No,
《左传》人物塑造贡献在于：,先秦,散文,1-070 先秦 历史散文,单选题,神怪形象,言行刻画性格,章回结构,辞藻铺陈,B,,通过言行描写人物。,中等,,,,0,No,
语录体代表作品是：,先秦,散文,1-090 先秦 诸子散文,单选题,《论语》,《庄子》,《战国策》,《左传》,A,,《论语》为语录体。,简单,,,,0,No,
《庄子》核心思想倾向：,先秦,散文,1-110 先秦 诸子思想,单选题,法治,礼教,顺应自然,建功立业,C,,强调自然与精神自由。,简单,,,,0,No,
《孟子》与《庄子》文风差异：,先秦,散文,1-090 先秦 诸子散文,单选题,寓言奇诡,雄辩激昂vs想象瑰丽,叙事为主,纪传体,B,,孟子雄辩庄子瑰丽。,中等,,,,0,No,
先秦文学“文史哲不分”原因：,先秦,综合,1-220 先秦 表现手法,单选题,文学未独立,无书写工具,作者单一,无阶级分化,A,,文学尚未独立成类。,中等,,,,0,No,
楚辞神话元素影响：,先秦,诗歌,1-160 先秦 楚辞影响,单选题,礼制传统,骈文发展,丰富浪漫精神,确立纪传体,C,,增强文学想象力。,中等,,,,0,No,
《诗经》婚恋诗反映：,先秦,诗歌,1-190 先秦 文学史地位,单选题,禁欲制度,商业社会,民间婚恋自由,封闭制度,C,,表达真挚情感。,中等,,,,0,No,
《诗经》现实主义源头在于：,先秦,诗歌,1-180 先秦 文学传统,单选题,形式整齐,反映现实生活,语言华丽,神话色彩,B,,关注社会现实。,简单,,,,0,No,
楚辞语言风格特点：,先秦,诗歌,1-150 先秦 艺术特色,单选题,质朴,豪放铺张,简短凝练,口语化,B,,辞藻华美想象丰富。,中等,,,,0,No,
屈原文学形象类型是：,先秦,诗歌,1-120 先秦 屈原形象,单选题,游侠,隐士,爱国诗人,弄臣,C,,最早爱国诗人形象。,简单,,,,0,No,
“刻舟求剑”出自：,先秦,散文,1-100 先秦 诸子寓言,单选题,《庄子》,《韩非子》,《孟子》,《墨子》,B,,法家寓言。,中等,,,,0,No,
提出“性恶论”的是：,先秦,散文,1-110 先秦 诸子思想,单选题,孔子,孟子,庄子,荀子,D,,荀子主张性恶。,简单,,,,0,No,
《左传》体例属于：,先秦,散文,1-240 先秦 历史体例,单选题,国别体,纪传体,编年体,语录体,C,,按年记事。,简单,,,,0,No,
先秦散文强调：,先秦,散文,1-230 先秦 文学影响,单选题,音乐节奏,情感抒发,议论说理,象征意象,C,,重思想论辩。,中等,,,,0,No,
骚体对后世影响在于：,先秦,诗歌,1-160 先秦 楚辞影响,单选题,叙事性,铺陈夸饰,五言诗,章回小说,B,,影响汉赋风格。,中等,,,,0,No,
先秦文学根本意义在于：,先秦,综合,1-190 先秦 文学史地位,单选题,小说体系,奠定文学范式,科举制度,戏曲发展,B,,奠定文学传统。,中等,,,,0,No,
“女娲补天”神话意义：,先秦,神话,1-020 先秦 上古传说,单选题,史传传统,宇宙想象,章回结构,骈文基础,B,,体现原始宇宙观。,简单,,,,0,No,
《蒹葭》意境形成关键：,先秦,诗歌,1-220 先秦 表现手法,单选题,直叙,重章叠句,对偶,典故,B,,反复意象营造朦胧。,中等,,,,0,No,
楚辞香草美人象征：,先秦,诗歌,1-150 先秦 艺术特色,单选题,自然风光,高洁人格,宫廷生活,战争,B,,寄托理想人格。,中等,,,,0,No,
“浩然之气”体现：,先秦,散文,1-110 先秦 诸子思想,单选题,法家,道家,儒家人格理想,墨家,C,,孟子人格精神。,中等,,,,0,No,
《左传》叙事结构常见：,先秦,散文,1-070 先秦 历史散文,单选题,插叙补叙,神话铺陈,纯议论,章回式,A,,增强叙事完整性。,中等,,,,0,No,
孔子“思无邪”强调：,先秦,文论,1-210 先秦 先秦文论,单选题,形式美,道德纯正,音乐性,神秘色彩,B,,强调诗歌思想健康。,简单,,,,0,No,
“庄周梦蝶”体现：,先秦,散文,1-170 先秦 庄子艺术特色,单选题,考证精神,现实批判,相对主义思想,礼法秩序,C,,体现齐物思想。,中等,,,,0,No,
《战国策》语言特点：,先秦,散文,1-220 先秦 表现手法,单选题,含蓄,铺张扬厉,清淡自然,骈偶对仗,B,,纵横辞令夸饰。,中等,,,,0,No,
“比德”传统最早见于：,先秦,诗歌,1-180 先秦 文学传统,单选题,《诗经》,《楚辞》,《庄子》,《韩非子》,A,,自然物象比附德行。,困难,,,,0,No,
上古神话对文学核心贡献：,先秦,神话,1-230 先秦 文学影响,单选题,史书体例,律诗格律,提供叙事母题,戏曲表演,C,,提供想象资源。,简单,,,,0,No,
,,,,,,,,,,,,,,,,0,No,
单选题模版,,,,单选题,,,,,,,,中等,0,0,0,0,No,
简答题模版,,,,简答题,,,,,,,,中等,0,0,0,0,No,
论述题模版,,,,论述题,,,,,,,,中等,0,0,0,0,No,
作品赏析模版,,,,作品赏析,,,,,,,,中等,0,0,0,0,No,
下列关于汉赋发展阶段的表述中，最符合文学史实际的一项是：,两汉,辞赋,2-010 两汉 汉赋发展,单选题,汉赋由抒情小赋发展为汉大赋再回归骚体赋,汉赋经历骚体赋、汉大赋到抒情小赋的发展过程,汉赋由汉大赋逐渐转向抒情小赋表现出由铺陈宏大趋向抒情的变化,汉赋始终以政治讽谏为核心没有明显阶段变化,C,汉赋由汉大赋逐渐转向抒情小赋表现出由铺陈宏大趋向抒情的变化,汉赋发展大致经历骚体赋—汉大赋—抒情小赋的过程其中后期由宏大铺陈的汉大赋逐渐转向抒情性更强的小赋C项概括其总体趋势A项顺序错误B项忽视后期转向特点D项明显不符文学史事实,中等,,,,0,No,
下列作品中最能代表汉大赋铺陈宏富艺术特点的一项是：,两汉,辞赋,2-020 两汉 汉大赋,单选题,枚乘《七发》,司马相如《子虚赋》,班固《两都赋》,张衡《二京赋》,B,司马相如《子虚赋》,汉大赋以司马相如为代表《子虚赋》以宏阔铺陈描绘帝王苑囿典型体现汉大赋气势宏丽铺陈排比的特征A项为早期散体赋C项和D项虽属汉赋但时代较晚且更偏模仿性,中等,,,,0,No,
汉大赋在内容和形式上的主要艺术特征是：,两汉,辞赋,2-020 两汉 汉大赋,单选题,以短篇抒情为主重在表达个人情感,铺陈事物极尽夸饰辞采宏富结构宏大,多采用民歌体句式语言质朴自然,以议论为主突出思想辩论,B,铺陈事物极尽夸饰辞采宏富结构宏大,汉大赋的核心特征是铺陈描写与夸饰辞采往往通过大规模排比描写宫苑山川等宏大对象A项属于抒情小赋特点C项更接近乐府民歌风格D项则是诸子散文的特点,简单,,,,0,No,
两汉骚体赋在文学史上的主要特点是：,两汉,辞赋,2-030 两汉 骚体赋,单选题,完全脱离楚辞传统形成新的辞赋体系,继承楚辞体式多用兮字句带有明显抒情性,以长篇铺陈描写宫廷生活为主,主要采用五言诗句式,B,继承楚辞体式多用兮字句带有明显抒情性,骚体赋直接继承屈原楚辞传统多用兮字句结构具有较强抒情意味A项与事实相反C项是汉大赋特征D项属于诗歌体式,简单,,,,0,No,
与汉大赋相比抒情小赋在艺术表现上的突出变化是：,两汉,辞赋,2-040 两汉 抒情小赋,单选题,篇幅更长结构更宏大,更加注重铺陈宫廷与苑囿景象,篇幅较短侧重个人情感表达,完全摒弃赋体形式,C,篇幅较短侧重个人情感表达,抒情小赋在东汉时期兴起篇幅较短减少宏大铺陈更侧重个人情感表达A项和B项反而是汉大赋特点D项说法过于绝对,简单,,,,0,No,
关于汉乐府的基本情况下列说法正确的一项是：,两汉,诗歌,2-050 两汉 汉乐府概况,单选题,汉乐府全部为文人创作,汉乐府多由民间歌谣采集整理而成,汉乐府只用于宗庙祭祀,汉乐府完全模仿《诗经》体制,B,汉乐府多由民间歌谣采集整理而成,汉代设立乐府机构采集整理民间歌谣形成大量乐府诗反映社会生活A项忽视民歌来源C项用途过于狭窄D项并非简单模仿诗经,简单,,,,0,No,
汉乐府诗在思想内容上的一个显著特点是：,两汉,诗歌,2-060 两汉 汉乐府思想内容,单选题,主要表现宫廷生活与贵族情趣,广泛反映下层百姓生活与社会矛盾,完全以宗教祭祀为题材,只歌咏自然山水景物,B,广泛反映下层百姓生活与社会矛盾,汉乐府大量作品如《十五从军征》《孔雀东南飞》等真实反映社会现实与人民苦难A项属于宫廷文学C项明显不符D项并非主要内容,中等,,,,0,No,
汉乐府诗在艺术表现上常用的一种重要手法是：,两汉,诗歌,2-070 两汉 汉乐府表现手法,单选题,铺陈排比描写宫廷景象,叙事与抒情结合语言质朴生动,大量使用典故与骈偶句式,完全采用骚体句式,B,叙事与抒情结合语言质朴生动,汉乐府诗往往通过叙事展开情节并在叙事中融入情感语言质朴生动A项更接近汉大赋C项偏向骈文D项属于骚体赋,简单,,,,0,No,
《史记》在文学上的重要成就之一是：,两汉,散文,2-080 两汉 《史记》文学成就,单选题,以议论文为主强调逻辑论证,成功塑造众多性格鲜明的历史人物形象,主要采用诗歌体叙事,完全采用编年体结构,B,成功塑造众多性格鲜明的历史人物形象,司马迁在史记中通过细节描写和生动叙事塑造项羽刘邦等鲜明人物形象具有很高文学价值A项并非主要特征C项错误D项史记为纪传体,中等,,,,0,No,
史传文学的突出艺术特点之一是：,两汉,散文,2-090 两汉 史传文学特色,单选题,以纯议论为主很少叙事,通过叙事刻画人物形象体现历史评价,完全脱离历史事实进行虚构,主要采用诗歌形式表达,B,通过叙事刻画人物形象体现历史评价,史传文学如史记汉书等通过叙事与人物描写表达历史评价具有文学与史学结合特点A项错误C项违背史学原则D项不符体裁特点,中等,,,,0,No,
两汉散文在整体发展上的一个显著特点是：,两汉,散文,2-100 两汉 两汉散文,单选题,以骈文为主强调声律对偶,在史传散文基础上逐渐形成成熟叙事传统,完全继承先秦诸子散文形式没有变化,主要发展为戏曲文学,B,在史传散文基础上逐渐形成成熟叙事传统,两汉散文尤其史传文学的发展使叙事散文趋于成熟为后世史传文学奠定基础A项主要为六朝骈文C项忽视发展变化D项明显错误,中等,,,,0,No,
